ce_1,ce_2
0.06674576,15.2698345
-0.7312393,17.05847
2.0059223,12.049441
1.886508,12.163616
-0.53963494,16.328653
0.4253273,14.542063
4.36733,8.70452
-0.1859417,15.950897
0.62991095,14.289619
2.3313942,11.769041
0.9097271,13.928291
0.31104565,15.014227
0.62452984,14.181493
-0.39162636,16.362204
2.6182823,11.080925
-0.050151825,15.55912
-0.34296608,16.369823
2.9911637,10.808823
1.2574043,13.216955
0.8559208,14.087268
-0.39867592,16.253717
4.5918293,8.407871
-0.12030339,15.838825
0.17522621,15.302926
1.9096885,12.110804
0.8184967,13.90538
-0.4911003,16.551388
3.652607,9.757923
3.4447174,10.117651
1.1406299,2.1387496
0.6326504,14.101265
-0.71427345,17.180399
-0.31142998,15.916352
-0.12657547,15.7584305
-0.16242981,15.71723
2.7169676,11.341919
0.07373619,15.24568
-0.3057022,16.19384
-0.7197952,17.046795
0.26640415,15.062826
0.8419266,13.857627
1.4948182,12.960759
-0.53933525,16.815887
3.5303283,10.139488
2.3314247,11.585986
2.6928463,11.229565
5.911213,5.5981216
0.8877163,13.72798
-0.76852417,17.253387
1.7890034,12.235701
1.190649,1.8577719
0.5272846,14.481632
0.07215309,15.453708
0.11061096,15.10586
1.769949,12.518509
0.3805809,14.760144
0.0953598,15.41055
0.18723774,15.168217
1.1155996,13.323265
0.83961487,13.75197
3.289116,10.21203
-0.3930898,16.185314
1.4179735,13.155553
1.6566525,12.382981
2.5081372,11.345173
-0.32320595,16.111095
2.0352478,11.966519
-0.5518646,16.659155
0.6050291,14.263302
1.6642287,12.663231
4.4812613,8.8661175
0.47107792,1.6324253
0.22676468,15.152154
-0.5072937,16.48999
1.6189533,12.694564
-0.0035858154,15.446379
0.78334427,14.162878
2.175209,11.571186
-0.06900406,15.713808
5.147209,7.5168133
0.57686996,14.292737
-0.79755783,17.32877
1.515274,13.0629635
-0.19436455,15.779892
2.541935,11.1003
4.4732723,9.077179
-0.23240852,16.061604
0.9176254,13.428113
-0.7050648,17.237709
3.872531,9.650084
0.8019955,1.9841735
-0.16727448,15.777557
2.3192806,11.450593
2.3669891,11.442929
2.6160388,11.372568
7.162621,1.5567765
-0.2380333,16.058054
3.3399239,10.550701
-0.15419197,15.743111
-0.15503311,15.807936
3.8568802,9.818077
0.11485386,15.071059
0.15391731,15.419818
4.389777,9.227275
0.4756527,14.509799
3.041235,10.590213
2.147604,11.891073
-0.84973335,17.499662
-0.5411968,16.784182
1.6150017,12.523451
5.708153,6.9814615
-0.12263298,15.7178335
3.0002499,10.717106
0.057357788,15.3995
1.0927563,13.700154
0.10038948,15.367167
0.8508687,1.74892
-0.45998,16.48797
-0.29802704,16.34019
1.796772,12.329525
-0.064704895,15.745915
2.1690063,12.005421
0.65330124,14.261942
-0.59521294,16.561317
1.6037717,12.64127
3.713255,10.010881
4.030266,9.040262
2.8432446,10.757229
0.10398102,15.2556095
2.7166557,11.40617
-0.6487932,17.392794
-0.35284805,16.316656
5.0401945,8.150233
1.5731678,12.594065
1.2667236,13.088122
-0.40088224,16.649252
0.13698387,15.375328
0.08818531,15.447996
1.7851429,12.291067
0.031845093,15.454311
2.9354782,10.648486
0.7275901,14.257122
0.023550034,15.225853
6.1836867,6.4232855
1.7022285,12.25967
6.125208,5.4224224
0.8562746,13.864069
-0.40836334,16.617996
-0.022209167,15.619073
4.9184895,7.791855
0.02955246,15.34054
0.12301254,15.090986
1.2107201,13.147147
-0.33970988,16.258022
0.020179749,15.448921
0.08066559,15.297449
-0.66443634,17.010218
0.97052383,13.63401
3.166504,10.618055
-0.02470398,15.611708
-0.14317322,15.927533
0.3332939,14.762144
5.0746307,7.07106
0.5144501,14.3875065
7.687416,3.7175903
0.4439659,14.716938
0.54776764,14.198269
-0.14804268,15.975844
0.39529037,14.972561
0.3817978,14.635809
-0.06974411,15.67539
0.31127548,15.00367
3.8680253,9.783554
2.6859465,2.6307135
-0.5571108,16.472683
0.89416504,13.810725
0.26803398,14.97251
0.67570496,14.238855
-0.64630127,17.12979
1.9956236,12.044808
5.6211624,6.0744896
0.13553333,15.262145
-0.09107971,15.416128
-0.22595215,16.11724
0.42541885,14.67037
-0.5745907,17.021545
4.943659,7.9403114
3.5813065,9.59189
4.854397,8.097212
-0.11977005,15.844748
-0.08762932,15.957826
5.0829983,7.598791
0.05411148,15.3649235
-0.25301647,15.876543
3.0637088,10.815273
0.29537392,14.997956
4.9309006,7.589836
-0.5658469,16.8666
0.4933033,14.319711
2.3678875,11.558452
1.8755035,12.207712
0.57514954,14.339785
0.770031,1.7860394
3.4037704,3.4344406
-0.70267105,17.06499
3.599249,9.868092
-0.1160419,15.780451
3.670909,9.8964615
1.2587738,13.097462
1.4194703,12.940151
3.0785866,10.378962
7.1266212,1.0265579
0.54291606,14.620599
2.1078644,11.910435
-0.30293274,16.002243
0.7979164,13.925531
-0.005706787,15.418336
0.003211975,15.404657
-0.020011783,15.324327
0.26805115,15.034178
-0.66386986,17.268599
0.739254,13.974868
-0.5541172,16.84882
-0.45575714,16.544855
0.1873064,14.920522
0.09638977,15.261316
0.09943199,15.271088
-0.3181677,16.019802
2.5720177,11.520894
0.8213024,13.938318
0.3455391,14.7675705
0.045345306,15.4091425
3.0294037,10.376835
-0.027637482,15.480968
6.4744663,4.128662
1.66745,12.489931
2.0518494,11.937493
-0.6488266,16.936466
0.35045624,14.522828
2.4888546,11.661981
1.3278389,13.13988
0.68089294,14.129126
2.39519,11.426121
-0.35715675,16.410727
-0.4247322,16.701677
-0.31868553,16.290804
0.5110111,14.525602
4.5927258,8.171736
3.0696173,10.622799
1.7423439,12.354728
1.5547867,12.687124
0.33709192,15.056519
-0.31006622,16.208551
1.1528969,13.274288
4.506068,8.790464
-0.16900778,16.265968
0.42888212,14.684317
1.0424135,13.682304
-0.65886307,16.957926
3.7086692,9.736411
0.029014587,15.491159
3.6195354,9.887049
-0.4247551,16.377068
4.117731,9.418453
0.23252296,15.042614
0.00015449524,15.173143
0.4279251,14.5260105
0.6672163,13.978056
6.0115833,6.3511477
0.82562494,14.07448
0.2274952,15.018214
3.753151,9.741585
-0.34143162,16.207539
6.3000755,5.055189
-0.63378525,16.845585
2.598155,11.189083
1.9101524,2.2004604
1.1997089,13.129433
1.2741947,13.097127
-0.39198875,16.335455
-0.29820633,16.4629
0.021755219,15.573248
8.57564,-0.39905763
-0.3528824,16.287664
1.2979126,13.066069
0.94621587,13.729336
0.535079,14.233382
-0.7613373,17.15161
0.91876805,13.957446
-0.29280573,16.312412
2.476616,11.60751
3.8962402,9.684442
5.0196285,7.5839996
0.8106327,13.796824
-0.69965744,17.392195
-0.6288271,17.104118
0.12828398,15.405483
-0.09020996,15.601288
1.0675411,13.4431
1.1827087,13.2702055
4.6993423,8.663996
4.957405,8.354096
-0.5661392,16.672945
-0.05355072,15.587584
3.5975418,9.976408
0.33802795,14.846415
6.6151505,2.9192276
-0.07613182,15.724883
6.1106777,5.8960705
1.6445351,12.525234
-0.70288277,16.977833
0.4131018,1.9567795
0.10473633,15.247398
0.5825665,14.361209
5.245909,7.914199
0.2698207,1.9214823
3.3504944,10.212002
-0.6362114,16.942526
-0.2749672,16.424494
-0.38279343,16.401888
-0.49443817,16.883184
0.94456863,13.555834
0.2854352,14.953413
0.8197937,14.029452
-0.07933426,15.611357
-0.66945267,17.059265
-0.19420433,16.181524
0.10544491,15.311533
0.9453335,13.784046
2.151352,11.822884
2.4149666,11.242808
-0.7032051,17.116304
3.192707,10.328923
-0.36175156,16.406574
2.5505657,11.044218
2.5342293,11.177734
7.090267,2.4737778
0.45853233,14.313546
3.459409,10.102701
1.0685966,13.963363
0.73906136,14.087121
0.45264983,1.8493252
3.744389,10.152161
0.7726164,13.960113
-0.36045456,16.063255
0.28508353,14.945316
0.14665604,15.130816
0.15202332,14.91538
-0.20831299,16.000935
0.10808182,15.470373
-0.6413307,16.744043
0.36527634,14.513878
1.2531805,13.247549
5.489416,6.932436
2.030695,1.9691715
2.1125221,11.656951
0.59243774,14.24839
1.9966164,12.002277
-0.123547554,15.960724
0.6779537,14.164108
4.210739,8.923573
6.4386654,4.5589294
1.4399567,12.794491
-0.03283024,15.523263
0.15254164,15.431366
0.23841947,2.4283872
0.74022436,14.003174
1.365511,12.884488
4.057081,9.259378
0.8995271,1.6547081
3.5298662,2.7003527
4.82599,8.067473
0.30821037,14.709427
5.2479477,6.971386
5.9954967,5.9268093
0.8003855,14.00101
1.8669949,12.157565
0.6646445,1.7678971
2.2660885,11.673288
-0.4619274,16.537743
-0.026231766,15.477431
2.7444267,11.131254
-0.8437996,17.476383
3.9932652,9.485239
1.3800507,12.864239
-0.13468361,15.520755
-0.14980507,15.963987
0.67587566,1.5563316
0.8911357,13.659302
-0.0891819,15.536377
2.4013767,11.387726
4.1418304,9.07385
-0.042140007,15.438379
1.2033501,13.206827
1.1721563,13.437
0.091243744,15.326123
-0.1144886,15.864002
-0.027427673,15.537443
6.5743523,4.222744
-0.020290375,15.539231
2.4351044,11.191097
3.4925518,10.219567
-0.8249817,17.616844
1.596798,12.675483
0.36886692,14.971079
1.3046536,13.132642
-0.54927063,16.656448
0.73350525,14.126486
-0.4453926,16.437616
-0.7378597,17.005508
-0.083143234,15.922869
-0.49751472,16.615463
4.189022,8.974327
1.3863945,12.90523
-0.55591965,16.655273
5.6894474,6.1298428
4.181599,9.375262
-0.27863503,16.181194
0.5532417,14.233017
-0.6903181,17.126938
1.5019855,12.6619
3.515049,9.917603
9.3118515,-2.8359642
1.7211299,2.5622683
-0.21903801,15.848256
0.71890736,14.239218
-0.20223618,15.861153
1.4130936,12.885483
5.3793907,7.884453
1.7179184,12.276712
2.5501251,11.272594
0.48817825,14.7481985
-0.062330246,15.750083
5.2342787,7.6976767
0.058746338,15.454273
-0.4633274,16.525455
-0.5887604,16.965107
1.973918,2.390994
-0.23622894,15.930229
0.7269554,14.126642
-0.6958885,17.26214
3.4555054,9.90096
0.51408124,14.681205
2.9416008,10.76148
1.7223406,12.755034
6.606731,3.746443
0.7523279,13.978449
0.054756165,15.149576
1.4327106,12.959406
0.2687645,14.922166
1.0849562,13.348167
1.4516354,12.774984
3.22229,10.366167
1.0581436,13.565819
0.52836037,14.308706
-0.29447556,16.17467
0.85582733,13.793829
0.2034381,2.1396484
1.4063091,12.838867
3.46138,10.203032
-0.45757294,16.492146
-0.16460037,15.784609
4.3398247,9.08832
0.12325001,15.153387
0.8294792,13.705042
3.6228142,9.689915
2.8363647,10.9903755
-0.08200836,15.883657
0.8980446,13.745405
0.14918137,15.221235
0.16014862,15.007337
3.296915,10.148511
-0.39855957,16.397448
6.6883745,5.074601
-0.4253769,16.43637
1.3548641,12.888422
4.2617455,8.934586
-0.3940258,16.454536
-0.0939827,15.828615
0.61168766,14.444727
0.9412918,13.751169
0.4470749,14.649866
1.3040962,12.803087
6.3398056,5.3032017
-0.3224573,16.100288
4.099146,9.059826
-0.12561798,15.828209
4.445133,8.594891
-0.7826519,17.026398
0.13734436,15.125114
0.061101913,15.455566
4.044388,8.821213
2.5790315,11.514936
-0.0152721405,15.380909
0.7928891,1.7706947
0.28165817,14.905029
1.9481354,12.189943
3.1080933,10.359907
0.18276215,14.864634
-0.28941345,15.914072
4.802738,7.8644447
3.5944061,10.023546
1.182251,1.8056335
0.68427277,14.035921
5.595931,6.960847
3.8718262,9.36924
0.78672695,13.845345
-0.68125916,17.023045
2.2815313,11.636961
0.62589264,14.213947
1.6104641,12.506976
-0.034168243,15.300579
-0.33286858,16.424084
0.07842255,15.4446
-0.83784294,17.403805
0.41616678,14.76562
-0.72652435,17.271446
0.63660765,14.393163
0.32533455,14.852715
-0.42674255,16.473602
0.36968708,14.83239
-0.53634644,16.714771
1.6337967,12.468965
5.4718018,7.0770187
0.34498978,14.671984
-0.5190506,16.637651
-0.3741808,16.270805
1.4423943,12.836603
2.330074,11.552046
-0.44132805,16.378433
-0.042913437,15.65546
0.6267128,14.392954
2.5540066,11.215392
0.22395325,14.918217
-0.27243233,16.17292
1.0277524,2.1002793
-0.031028748,15.552629
0.7657528,14.044487
1.1468487,1.759654
0.7218437,14.014721
4.0793877,9.150999
4.267864,4.109106
0.2314148,14.855134
1.5799522,12.569008
-0.44216156,16.434746
1.5457544,1.8185377
5.226698,7.2294483
0.5505644,14.443984
0.4395485,14.826093
-0.44774246,16.618338
3.7073097,9.475159
1.105834,13.451962
-0.5159979,16.6952
0.7412033,13.964247
2.4637756,11.358466
0.36083603,14.728807
-0.43538302,16.640678
1.3434973,13.02101
0.88299036,1.691009
6.5671597,3.0594063
-0.13027477,15.750427
-0.66511154,17.14705
-0.61912537,16.873964
0.027240276,15.408319
0.6301842,14.260585
-0.12671089,16.062372
0.45037293,14.708662
2.6655242,11.247423
-0.051249504,15.395676
4.8588333,8.502859
0.83426,13.837864
0.6626439,1.7159991
0.6740446,14.1828375
-0.31798363,15.934863
2.4740624,11.345087
1.8146019,12.335608
-0.09945583,15.85066
-0.28091526,16.33519
-0.3468361,16.070059
4.48636,8.933168
3.678688,10.128624
-0.007197857,15.550763
0.5016632,14.342094
4.15773,9.433932
-0.07449913,15.595527
0.12403107,15.100529
-0.35388947,16.120306
4.4419346,8.785748
1.0821686,13.333002
0.08028698,15.384482
7.042614,1.8321247
0.17763913,15.402225
0.33810806,14.734843
-0.20470428,16.11411
-0.15181637,15.925222
0.15782547,15.024027
0.016480904,15.729313
0.5130367,14.614907
2.0884762,11.942214
0.38649607,14.882283
-0.26750994,16.011791
6.978819,2.321372
-0.59360886,16.77927
0.0954628,15.396732
-0.17048645,15.662731
0.056922913,15.439382
2.5760536,11.06357
0.3204155,14.775812
-0.16522598,15.869145
1.2284565,13.122491
0.29504204,14.872084
1.3001814,2.1193194
1.8138733,12.0625105
3.0375738,10.892488
-0.7704563,17.274605
-0.34091187,16.356377
-0.74510956,17.379093
1.5726547,12.723685
-0.13914108,15.977617
0.93167114,13.647787
-0.17974854,15.684199
-0.04472351,15.601683
0.4459133,14.606798
1.2559032,13.296525
-0.38636208,16.448442
2.8369951,10.9792795
0.6803398,14.236561
1.932415,12.039286
0.36441803,14.5719185
-0.3137331,16.421524
1.0480042,13.353602
-0.15445328,15.838041
0.5985203,14.277034
0.48441315,14.494301
0.14660835,15.103746
3.4929142,10.3347025
3.3204002,10.216253
1.2011833,1.9816284
1.383635,13.278425
0.87838984,1.7534442
0.5700731,14.478098
0.055419922,15.251993
-0.19268513,16.140276
0.04919243,15.852855
-0.21037102,15.8609085
2.5990753,11.052496
0.18195534,15.126132
-0.13548088,16.004087
-0.27528954,16.413013
1.1056683,13.542318
1.1450233,13.335263
1.465702,12.7484665
1.3240852,12.89931
2.7654552,11.349873
0.60929394,14.308807
0.26908112,14.673174
3.8489385,9.915144
-0.5339756,16.668259
4.1670837,9.129427
0.08349419,15.369439
3.168539,10.456084
0.4090684,14.713783
0.9254856,13.653117
-0.27222443,16.25782
-0.18008661,15.9291315
-0.18536186,15.919565
0.6235819,2.1150315
1.5470324,12.816274
5.9319887,6.155469
-0.44561863,16.407282
-0.065525055,15.780943
-0.117708206,15.660609
-0.042297363,15.622927
-0.2520485,15.948498
1.0761423,13.442745
0.33041573,14.870499
0.20242691,15.000664
-0.43070793,16.418037
0.03177309,15.081367
-0.4837799,16.565619
-0.045671463,15.592606
2.2330189,11.745276
0.030269623,15.535131
4.909826,8.598088
-0.45788956,16.50772
0.4801073,14.660839
-0.61172485,16.834951
2.1809006,11.672342
1.5057735,12.804864
0.09074259,15.541309
-0.37791657,15.9226465
5.312751,7.9152474
-0.01351738,15.692673
-0.41003418,16.27206
0.32509995,15.000555
0.5014386,1.8861985
0.73067284,13.956889
3.5890155,10.357617
1.2341586,13.2584305
4.7513046,8.452248
0.76307106,13.846434
1.168828,2.405079
-0.6366558,16.612915
2.9292164,11.093477
3.2786636,10.44588
4.746442,8.394075
0.41610146,14.7510605
1.1206818,13.30774
-0.0020503998,15.935497
0.3520298,14.931437
2.49827,11.337018
0.527874,14.605116
1.7765331,1.975214
0.9431324,13.678993
3.6815681,9.708657
0.5540352,14.290773
4.016824,9.510262
0.3493805,14.665836
-0.78141594,17.251474
-0.42108917,16.420456
1.6114159,12.485191
1.0320404,13.662342
0.62584686,14.197298
-0.60850143,16.896067
0.2746458,15.241398
-0.73039436,17.234234
-0.20663834,15.992926
0.14022446,15.015183
-0.49921417,16.650991
1.544775,12.702457
-0.31096172,16.211061
3.8132725,9.447405
2.2617092,11.81878
0.1020298,15.25269
3.326724,3.0833387
0.63594866,14.373468
-0.48751068,16.536692
2.8416786,10.931446
-0.6550236,17.255875
-0.5860567,16.697742
2.7193677,11.076936
0.21568155,15.183193
2.7476158,10.910301
1.2534562,13.408917
-0.2812729,16.252277
0.5389786,14.329554
-0.10473156,15.386375
1.7690849,12.114061
4.1390686,9.160826
2.4322968,11.413784
3.5403798,10.239229
-0.3348465,16.058289
2.8190708,11.13743
-0.0073566437,15.718861
0.54462624,14.269676
1.4349957,12.934258
-0.55179787,16.710798
6.1223183,5.046463
-0.1756649,15.954619
1.5132504,12.722148
0.46547294,14.69049
0.4167366,14.635701
-0.21100426,15.920741
-0.4443016,16.485384
2.510254,11.379617
3.3543568,10.436504
-0.13364601,15.496237
0.68311405,14.212037
0.024682999,15.382322
0.12981606,15.117145
1.0820541,13.474835
1.53265,12.515902
2.0615196,11.876726
3.8542404,9.505792
1.1691914,13.217281
0.1663971,15.106268
1.1322823,13.2453985
5.2994194,7.486538
0.37891006,14.6393585
0.28655243,14.84268
4.195774,8.72743
0.7413597,14.008098
3.4038153,10.369993
3.054636,10.686766
-0.5842769,16.879314
6.0393906,6.1593056
1.0761642,13.332651
0.98273087,13.55271
-0.21946526,15.9435625
0.7410755,1.6759038
0.31874132,15.039471
0.24427986,15.155984
-0.5028019,16.368023
-0.7509594,17.620365
1.3050575,13.014957
-0.099257946,15.7999935
4.2266655,8.991264
1.3476334,12.990103
1.4595098,12.885594
0.6774311,14.29684
1.255227,13.334583
4.6362724,8.628442
3.175291,10.407548
-0.02686119,15.503249
0.61817455,14.23879
-0.02375412,15.614902
0.22388744,15.112478
-0.330925,16.379887
2.3947542,11.666301
-0.042690277,15.450272
-0.407341,16.355003
-0.30387878,16.0674
2.5643172,11.380167
0.23924637,14.942642
3.1874332,10.381401
0.26980066,15.155592
3.0865107,11.264569
0.31376362,15.15573
0.7212105,13.973034
2.0113745,12.186095
-0.13698101,15.519914
2.1828651,11.548073
1.249466,13.002367
0.014949799,15.550251
1.7570028,12.712294
0.39102173,14.868332
1.2182503,13.137962
5.4930496,7.123452
-0.06848717,15.784031
5.021264,8.247217
1.1800232,13.175032
5.586979,6.588558
2.9219704,10.571621
3.109478,10.397278
-0.3198738,16.340208
2.0536213,12.013594
0.65489197,14.048672
1.9540215,11.975756
3.2820063,10.250504
-0.46279144,16.884026
0.34578705,14.849295
1.5440893,12.603321
-0.038192272,15.400524
1.269867,13.259251
4.5932827,8.81719
0.5098467,14.509131
0.906023,1.7550592
-0.477808,16.438906
1.8276405,12.192324
4.5689926,8.527215
1.7708759,12.335143
3.1995583,10.142773
0.39787388,14.653434
-0.05673027,15.585831
3.411375,10.081121
-0.01071167,15.592394
3.1090345,10.663601
-0.46279526,16.60968
5.550971,7.164632
1.315526,1.8693743
0.35654068,14.801822
0.7544699,14.070112
4.06102,9.022768
3.159687,10.208057
0.2440567,15.036901
-0.17219114,15.77747
1.3452835,13.190587
4.299711,8.8445
-0.28372574,16.101469
-0.62628937,16.93028
-0.44968605,16.43538
-0.07112694,15.633968
-0.6936302,17.079811
0.6857662,14.313142
-0.016077042,15.562813
6.32843,4.6116257
-0.08125496,15.725439
0.19009781,15.230679
1.0536861,13.335151
-0.3564129,16.43687
0.4265995,14.575961
-0.32286638,16.265278
2.256031,11.8107605
0.5176716,14.33893
-0.16332245,15.648397
5.4395485,7.0449867
-0.2993393,16.211
3.0804539,10.583115
-0.0040225983,15.639833
0.099435806,15.559024
0.20140576,1.8383985
0.78686714,14.095928
0.44517756,14.459321
-0.16029549,15.855031
1.5882473,12.663484
0.5075722,14.509205
-0.49005508,16.347843
0.5059967,14.451427
1.1564674,13.242582
-0.2825718,16.054573
0.82281685,13.8196535
3.8419695,3.4803247
3.9492493,9.435722
-0.7610302,17.180645
-0.74002075,17.207724
1.5927258,12.776205
0.35987854,14.568853
0.082466066,15.678396
0.7835703,14.12479
-0.4115734,16.39679
0.87050056,13.845346
0.41892624,14.652533
4.8778152,8.258599
5.389536,7.4747753
1.5806046,12.539928
-0.17783165,16.035439
4.5008135,8.873388
0.7289276,13.980188
2.6190872,11.221378
-0.225523,15.861112
0.34640312,14.748914
-0.3759756,16.45115
2.7134495,3.1433563
3.160965,10.501144
0.31836128,14.921189
-0.16676497,16.116257
-0.40073872,16.679268
0.56554824,14.802725
0.44239426,14.457426
-0.34734726,16.143171
-0.3584566,16.075474
5.2147636,5.5017395
-0.08784294,15.717746
-0.31957245,16.362545
-0.46336555,16.790792
-0.6321869,16.692654
1.5200839,12.853027
1.186182,13.169484
-0.1010437,15.459734
0.9482269,13.501117
-0.32076263,16.52738
3.5431006,10.148999
5.902405,5.492157
4.404499,8.803806
0.19931412,14.91448
2.1473923,11.817389
-0.15526962,15.612326
-0.4341507,16.37419
-0.20287228,16.012125
1.0842037,13.368254
-0.20307541,15.846825
2.0177453,12.132357
-0.43341064,16.575462
-0.020323515,15.736398
-0.1095829,15.767663
2.084816,11.901252
7.275173,0.63333225
-0.41370392,16.39155
-0.006781578,15.640373
3.352459,10.042938
1.560297,12.639457
1.1484537,13.600834
1.0239604,13.580763
-0.7176552,17.265879
-0.57660675,16.69887
-0.4122963,16.235205
-0.44026184,16.326767
0.14822769,15.113407
4.705141,8.737024
2.6650524,11.110261
0.21920204,15.078711
1.4627934,12.74879
1.9100866,12.18101
3.0768166,10.662479
3.929132,9.606861
0.5187607,14.398432
0.35928154,14.644966
-0.016242981,15.499744
1.6755152,12.58647
-0.27365494,16.123037
0.24606419,15.583385
1.4955196,13.419636
-0.3429222,16.09678
0.39512634,14.630091
0.97670555,13.543505
1.0222511,13.356066
3.6837616,9.795746
5.9440937,6.5478444
-0.35527802,16.462032
0.21549797,14.8679695
-0.5471382,16.830463
3.2206616,10.566359
2.167019,11.969969
0.049378872,15.626894
2.3515787,11.770474
1.8424454,12.361345
-0.28968716,15.996984
0.95553017,13.732882
-0.28849602,16.17398
2.511385,11.440187
-0.50281334,16.89059
2.2863388,11.545914
1.044774,13.345199
6.1221933,5.9873867
0.83205795,13.688769
5.4731236,7.194193
-0.016572952,15.320535
1.0552902,13.418716
0.3129921,14.870477
1.0836077,13.594167
2.260706,11.664772
3.9769373,9.563082
0.06803131,15.430258
0.1318903,15.240019
2.0818024,2.228302
3.6446838,9.646305
1.7943377,12.566872
-0.23850346,15.947905
-0.29179382,15.920847
-0.29927063,16.179943
-0.4208088,16.829252
6.1261787,4.967621
1.6001129,12.381615
-0.09118271,15.641657
0.46700668,14.5429
1.2833357,1.9083729
1.3274918,13.189945
0.6198454,14.347219
7.7892265,0.8744221
-0.24347305,16.11909
4.057617,9.379364
0.625638,14.162229
0.57887554,14.406091
5.991434,6.1152782
0.07452774,15.372667
2.286806,11.562015
0.3004055,15.043428
0.5452175,14.363176
1.8919353,12.172935
-0.25131655,16.258469
0.12506485,15.249181
4.8764,8.235056
-0.3058238,15.910234
0.059383392,15.094147
-0.34005928,16.17939
1.1383629,13.297531
1.0979795,1.8965683
5.504957,6.712097
-0.3362007,16.194035
1.9279318,12.115489
4.695301,8.618383
-0.62755203,16.927048
-0.030345917,15.685743
0.8214226,13.784074
3.6759377,9.976891
2.5402532,11.590296
0.16627693,15.233481
1.3759501,12.618832
-0.18448448,15.831778
5.528282,6.856716
-0.17770004,16.108776
1.6057901,12.762039
0.4785223,14.653793
0.24389458,14.795448
-0.21466637,15.92817
0.3861351,14.421061
0.37646103,14.734297
0.3250599,14.616043
0.34431362,14.888006
-0.78975487,17.33204
0.7088852,13.942432
0.44694138,14.450605
-0.11886597,15.684059
0.33694458,14.772114
1.322586,12.851412
2.0137024,11.867153
0.56301403,14.199256
0.9698067,13.607836
5.4998264,7.2521915
2.8280497,10.983482
-0.12009573,15.986267
4.415325,8.968897
1.6527271,12.580609
0.5081711,14.397362
1.068161,13.46632
-0.3788414,16.350183
0.049743652,15.45854
0.66158867,14.03533
1.9890137,11.986616
6.0173073,5.655014
-0.39093018,16.451216
0.18296576,14.804121
0.35622597,14.929901
0.86092377,13.850828
-0.7251015,17.136986
-0.55241394,17.026804
-0.30808067,16.03719
4.8086815,8.442568
0.45375824,14.574895
0.29644775,14.646665
1.9457397,11.943437
-0.21200848,16.094864
2.5300598,11.321003
-0.48494768,16.42205
-0.38913202,16.42052
-0.040225983,15.70228
0.714859,14.1048565
5.3348713,7.6710844
3.2814932,10.420621
0.8002167,14.097782
-0.009719849,15.448032
1.4926324,13.068527
7.1852474,3.151352
6.381569,3.2960892
1.0601702,13.435013
1.2359257,12.871293
4.8262787,7.454212
1.9662895,11.89594
-0.10843468,15.823986
0.15062523,15.916431
0.85842705,13.812009
-0.24857712,16.139303
-0.24648094,16.179028
-0.33971214,16.459267
0.06462288,15.2893305
4.6411285,8.627588
4.4950194,8.718127
-0.6857605,17.030876
0.67988205,13.896357
-0.45827293,16.736698
-0.16889954,15.900438
3.842125,9.356976
-0.1825943,16.251343
0.7129481,14.169249
0.5395973,14.641894
0.38999045,15.022322
-0.2850151,16.371471
2.8596954,10.720734
0.63021183,14.204226
4.123394,9.137791
